Date,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-11-22,160.34797991580402,273.89419369900963,172.48839390089663,140.4641989767839,209.90268122918297
2024-11-25,160.13444946843052,276.6148269142835,170.54174312955115,139.85563283112467,211.99953481722736
2024-11-26,159.38664296406202,275.9098114640671,171.92658764148464,141.07685797205917,213.6055684355141
2024-11-27,155.2643631276073,277.74139293925265,173.64354515233964,144.00404219807342,220.13793189139537
2024-11-28,153.369020653738,275.2517849211401,174.60775329912263,141.5531024843619,219.2556162879622
2024-11-29,152.2123885100379,275.8258050675106,172.88685456680645,146.2935953565183,222.42742717684064
2024-12-02,155.22287558341736,275.3318463505346,170.7844045003554,145.5160859730845,221.80179190591105
2024-12-03,156.29936628228265,280.6690201017292,170.8039546439158,145.54226715805578,224.0392579004778
2024-12-04,151.45647374475294,282.0080171963253,174.71226534679056,143.24435023144517,219.64886070527496
2024-12-05,152.4535891736928,283.7287293256752,176.62159138058774,135.69776719956604,201.0756604339029
2024-12-06,151.51120020159323,282.0575581844201,175.48385296610758,138.42515644880928,200.2915114695807
2024-12-09,149.7787308369785,280.0544701404705,178.16213587628468,140.75908289863514,210.4254977904559
2024-12-10,151.5401546531681,278.31227060405297,168.62648684671487,139.97938930596965,217.41531498641385
2024-12-11,154.46609065671274,280.26358313571484,172.40819689983422,140.2766769421173,224.93547417538483
2024-12-12,157.17126181221684,278.57198173928236,166.81276441927648,141.96009003932988,234.8471603065536
2024-12-13,154.91492447149915,280.05855262480145,165.7641163458186,137.17234278610317,235.76377245649084
2024-12-16,154.16888165154117,289.5543335121988,162.33715409267344,135.6649341143194,237.5805798184563
2024-12-17,155.20377754230753,293.7928284721882,158.44123316685338,138.1237013609587,232.63467094179688
2024-12-18,158.0455295755271,292.46594944149336,162.0308316327755,134.40204561731048,230.24724600860827
2024-12-19,156.800899491483,298.2917023297507,160.6881918542751,135.35741225195014,235.39373020463776
2024-12-20,156.3944932643896,296.5528985582224,161.84250733167778,131.405679713112,245.50058488281817
2024-12-23,153.39734457681172,287.0898977707392,161.7953316975828,132.83950748029108,244.49879037234484
2024-12-24,150.2094840306593,282.66027836405294,163.3588854952046,132.82169202715943,240.84191383032527
2024-12-25,152.51902466546386,274.39736351637356,163.6953420581012,128.18848623299678,241.0390377731402
2024-12-26,156.35675724862085,273.0461716986528,159.80318209440387,131.55654459253319,246.3038693726194
2024-12-27,156.27135797276847,273.3177691056675,162.92398955495227,129.51596909685102,234.0539664872081
2024-12-30,159.21138356827888,280.84029324382675,161.49329289312965,127.29146062571793,215.43115056550266
2024-12-31,160.3671704000825,282.5059115213752,156.81401567588986,127.93587648870985,211.4523979439413
2025-01-01,158.6252372448086,281.7133105457448,155.63254939160228,131.25197718189781,202.58726992421344
2025-01-02,159.77608251867628,285.64898333609193,160.16370329381294,128.40406127854666,199.14634400184863
2025-01-03,164.31926081305264,275.743200775841,162.84712010970767,128.66176266920738,198.27561421977268
2025-01-06,164.33653590990312,276.9757268148199,161.86606545761347,129.95918312441415,195.28885097688746
2025-01-07,169.08809444177336,280.5857849812397,160.88905865874116,132.02531624130015,205.37285711374983
2025-01-08,161.2414917762781,274.14427051177296,160.00238844211802,132.62361724379582,207.88581310430766
2025-01-09,163.74786904131247,279.35302938624886,166.41179798886296,131.6389382827394,210.23837423455535
2025-01-10,164.12724783783875,281.0615364567381,167.7192578087656,129.32775543707692,214.9849785779714
2025-01-13,163.36698871044266,279.3907361858118,169.190288415432,129.6569159689695,206.58784609078435
2025-01-14,163.75934622337354,282.41500396380536,172.60376772848988,126.68296773309976,214.26649167803143
2025-01-15,158.0234719845201,292.8731381855786,173.49043225140014,118.62343398329858,213.8697236959084
2025-01-16,157.51714992906588,293.9303692358932,172.74064116760547,119.83983612376942,219.05966212721452
2025-01-17,158.64781217194337,295.30347359168957,172.19985117464813,122.30093488814126,211.01688594077274
2025-01-20,162.98716185383566,293.3397721149408,172.06890628726757,116.02267588504439,199.71027267874928
2025-01-21,161.5889171701298,289.5564194966697,172.05045663004944,113.52075414212742,205.58697472877805
2025-01-22,159.35852395305864,293.6059740466117,174.53227781359234,115.14085352239148,208.45991565909293
2025-01-23,158.03877613274716,289.7898770193,174.80925562196737,120.42753433620433,202.04522790866702
2025-01-24,160.76134776116402,290.32455667053415,177.3475142395412,120.56090320231412,196.05696944989748
2025-01-27,161.83322725838855,288.30897287664413,177.1819399361216,118.70835656256806,203.93654168556245
2025-01-28,160.41141171675605,290.720296063091,177.55297107586486,118.30786760355036,195.60993173642444
2025-01-29,162.01373143915472,292.47583780688007,170.91855995996482,121.96325905958486,207.01272973062203
2025-01-30,162.4183438658933,297.5358567246238,173.9968418215614,120.30928945449448,200.65294142880566
2025-01-31,165.37202049660695,295.31616116550134,175.24671003679683,118.27218559856821,205.29679639996894
2025-02-03,163.40625061663238,294.2477076001471,178.67491984120988,117.09296962726286,203.09978262627018
2025-02-04,162.56504853339317,289.84569732104893,168.94984903988444,114.71326234654454,207.55001571712148
2025-02-05,161.53959686279637,287.98816547266483,175.7550001804253,115.09740803416838,203.76347529052046
2025-02-06,157.40527049541257,289.9282864176784,175.3943152532232,119.28613949748407,202.7654923804652
2025-02-07,158.36232050987363,293.64279481755756,179.19256220239936,120.21153083147405,203.21809966051163
2025-02-10,159.2252359865634,289.5157495247242,175.7595529966302,119.62228070888625,196.25248208087706
2025-02-11,159.3593103576842,293.74664430539997,177.9113252136223,118.93207834181392,201.49808564665418
2025-02-12,158.80592425217034,300.32369210709066,174.45719539069776,114.91928649482759,198.03987982415444
2025-02-13,154.87918203604517,302.5205474368789,172.49427102229174,117.22668363174911,196.61379523635253
2025-02-14,153.82265575926283,311.81662056636173,178.87079700378726,117.1021398537917,189.92848812089807
2025-02-17,152.98911212329307,308.1744068712345,178.33007673500595,116.71329539489068,173.04732538572492
2025-02-18,150.89453958967707,302.2529973568046,179.17379637926518,124.98807738635519,172.02877372730026
2025-02-19,150.5696420966931,293.8625980279054,182.24327408697008,125.89081177252092,186.69277128222961
2025-02-20,151.7776496004553,301.10240533675017,184.06897916464726,123.89048191741749,191.9689237096215
2025-02-21,157.04453836797015,304.46567419005333,184.70548218416604,122.80893447327658,191.9930900457144
2025-02-24,157.6558186282045,304.4080221731322,186.0971011343164,125.9916269453151,190.38012172519788
2025-02-25,158.50493821054908,305.9847029215901,194.70686418644073,126.38748621561473,190.68212290186582
2025-02-26,158.4114160991932,300.68877330516966,194.61053157446912,122.47047064216109,194.4860728028503
2025-02-27,153.05902988432155,312.66581804743805,195.47088174863984,125.02680125347547,186.60385401032826
2025-02-28,153.10077677174965,313.5311328652127,199.49023876050217,123.27027848288012,194.03092239267514
2025-03-03,153.38158560901618,314.29938344033087,203.80022391787105,128.43068681211932,199.0443605080035
2025-03-04,160.2973094553571,318.169121047346,208.51892785156133,131.56581568568356,204.20687464389286
2025-03-05,159.8625034256729,320.8405159837164,211.17459868886667,130.35658352419824,207.50413175164073
2025-03-06,160.85011033808476,322.21440139882867,206.71520497692,134.11507146328552,207.81260387033515
2025-03-07,160.87024686507021,318.3647154240898,213.2546816461985,134.40245608589498,212.87287054557012
2025-03-10,157.6068001107015,320.9891529545037,208.73782754013527,137.01134496363088,217.45250991377043
2025-03-11,160.96710485479045,330.87959654498223,210.06332815812064,138.5615080332588,214.9319254794991
2025-03-12,163.26648688312443,338.23396493544834,207.17889794233264,136.07157901559097,210.78888434713122
2025-03-13,165.71361887439545,347.0926459846692,207.05073115380142,134.23351102106068,211.70897157407913
2025-03-14,163.12534213887702,344.496583608037,208.46830104364892,137.36237845190126,223.35628996405833
2025-03-17,167.36664958007574,339.2830835413446,209.8662450862028,136.43998220886107,213.84829242101014
2025-03-18,163.26895848664418,338.83774371389427,211.6745563971452,135.31704483614263,203.03539902914224
2025-03-19,165.11609004224402,339.3770373912709,218.2916118545737,132.5616248876219,204.36865725843472
2025-03-20,171.75015753998176,345.55609693148205,220.30363876215407,133.88315551338968,204.89614697971635
2025-03-21,168.81672430011187,336.4405226531127,219.41383763694475,140.04520114376535,206.3031602672193
2025-03-24,167.22252734491462,344.9096743614268,223.56463318232989,136.84716756701354,208.22969384443672
2025-03-25,167.64789539664318,344.2791358879532,228.7513190994545,137.00903423493705,206.76957079933248
2025-03-26,166.25431190986214,342.16867134886,223.55304865697582,141.354803544522,217.71703128719994
2025-03-27,161.73852197255218,336.867222869218,226.2246420169437,141.19901491612785,205.69216275728758
2025-03-28,162.05943279976063,328.1835583844581,229.374205301959,142.69603221996198,199.89217941721748
2025-03-31,159.08216330282485,332.73570369775973,228.21501537504892,139.45359913620499,199.32969949430242
2025-04-01,160.55759687630916,333.3589467768461,234.31712646375192,140.85828123294965,188.02539163600625
2025-04-02,158.02084525391484,326.711977928854,233.7896654543276,140.36990108650588,187.01853368506605
2025-04-03,162.54795589369718,320.170792358291,234.4877503174752,143.50521160602696,198.04354850747194
2025-04-04,160.3781748715247,318.67477666120567,233.85736173599204,147.34720389850344,198.3467585453076
2025-04-07,159.56872901570074,327.40784999389797,234.06689837738307,155.83740874434815,200.10699314164071
2025-04-08,162.0250199138077,326.2771595492622,229.33190603860837,157.92593075822109,191.4412063653936
2025-04-09,158.55678400187773,318.65849415070886,223.19476252197086,159.1605197169584,187.46446532756067
2025-04-10,159.32487727284112,317.62862526062065,230.090497779089,159.94461679697952,185.1526772907635
2025-04-11,163.1930573910701,316.4649682977411,226.52587467130638,158.80586575577482,183.24189640529227
2025-04-14,158.59351031656058,303.0309714401718,222.39484583315158,160.09166040423213,191.60826930535632
2025-04-15,159.23952662076073,302.9798447018582,213.42912835631438,159.15531133432688,195.50159358414192
2025-04-16,160.10386130212032,302.0724344635668,210.96609790494261,159.84861438746347,188.0527817966055
2025-04-17,162.47705068936236,305.64876119182276,205.78926283671788,164.58607107533524,189.82568084790307
2025-04-18,158.98133861705094,314.9048135633469,212.3330090924723,161.048468525366,193.2876762843386
2025-04-21,155.32187134220396,320.80141894238886,216.5343414209771,165.19181535455155,201.15549296494206
2025-04-22,156.89760367836277,319.6458219601677,213.83310657178782,170.08587587263548,212.44412279283733
2025-04-23,157.85400818519233,314.2104318976206,223.11266800232664,169.75463233777478,205.06630026134746
2025-04-24,158.68414209941017,327.36760312326277,227.40837762907873,161.9406894871775,199.41056905635057
2025-04-25,159.79272027029097,327.9069395943136,226.14130447504877,159.88046647848233,190.79299643483657
2025-04-28,157.95663080847638,328.20955463573983,215.53783075102967,164.54639883042657,189.38290357693467
2025-04-29,158.73544648851728,328.3126119784501,225.04906450643676,164.5705711290771,192.62562050689854
2025-04-30,159.69187589162976,329.5829704100482,219.2423762546687,161.05951574012562,199.43622834000894
2025-05-01,157.75827467471993,329.05241875539105,212.5198401882051,159.37563072919963,199.065618823397
2025-05-02,163.17473800131074,326.2625175139276,216.77636568336365,162.42666052158432,196.99639873835073
2025-05-05,164.6888351838829,323.6361880778819,226.95516403922957,164.48592821983934,198.20034808568818
2025-05-06,161.28085287478459,323.69313111321975,233.06052656505506,163.72822277468651,192.56551188100408
2025-05-07,163.30782498169333,321.1052704539146,235.69743705362464,162.5133369211207,206.80262256435054
2025-05-08,160.56518926537134,317.6676675378166,238.50231492199026,161.2183202606421,195.3316665813141
2025-05-09,162.9604241479402,318.4309859800755,242.51270645177487,158.05150491701605,196.75093089521062
2025-05-12,166.4811385515287,317.3548053223291,246.15516077558945,163.77111468720625,210.8434558988837
2025-05-13,164.1466931239729,325.21374411961966,247.61797155539688,162.71625669610955,211.06231025903398
2025-05-14,167.1162332491164,311.64728466953443,248.25678159222363,167.179154785881,209.82730738540278
2025-05-15,168.4832535100539,317.30808011440035,248.11049146001858,172.88313253438875,207.3701058601169
2025-05-16,171.10267661625008,323.8564821719269,244.7050937858385,176.79251110746696,206.2267274697876
2025-05-19,177.07283803745446,313.33948784004986,243.5469470429574,175.22866698321772,216.3008405403185
2025-05-20,176.4235144037993,311.8407845980455,235.85910040329892,176.89895749887216,199.7289155424617
2025-05-21,174.16224994471673,310.2057865699216,235.55992424125455,176.91977791522112,210.60818543246194
2025-05-22,171.5043146125816,303.43703826265966,231.2766837159844,173.5173556558232,200.28027586041938
2025-05-23,169.11447314055695,299.8731499175419,226.56599465428303,174.86834516362808,198.57131800908152
2025-05-26,169.00660672602794,294.7545510904494,227.47633429955852,170.4461213704164,195.74692800345258
2025-05-27,170.17118655862205,303.22471428325906,233.62912407138944,175.0104889435941,199.93578785419555
2025-05-28,171.1463413779142,307.9765045980279,237.84566612716236,173.33536195322694,188.91245768607908
2025-05-29,173.82295009493663,314.4578336482083,230.8911750446232,174.21512773724083,192.1194437500983
2025-05-30,173.99399779716242,318.3089210735775,226.688278086761,175.41413429028213,205.88496266323284
2025-06-02,178.6768049858525,312.78154130021113,230.87626526650806,174.52901045740433,196.2266746169956
2025-06-03,177.95962791674052,310.3755242618383,226.7049636439285,176.89514626368702,197.6865453215475
2025-06-04,186.8065429073019,313.02302530484593,225.87340307015222,175.1619487691716,193.2644206150481
2025-06-05,189.0504653909097,307.12127511778266,228.36952776197288,178.63340295262987,196.2998416968692
2025-06-06,186.2754246107839,310.83989180286943,224.30488252713553,173.45990219162255,196.58843626887128
2025-06-09,182.8244739930429,309.86223619495615,224.88855402667065,174.0549304972042,192.33189522612733
2025-06-10,184.54933212813145,308.2208547426971,219.32335293193617,181.59262954976964,195.76992978352266
2025-06-11,183.94542578705477,311.9427323664173,216.94896155138832,177.71430325454213,208.28984432387887
2025-06-12,186.44745310455795,314.37844765947557,218.3972817404864,175.18002809679354,207.06475996224785
2025-06-13,188.17549979105615,312.78283284695243,211.9181155861047,177.27447572898947,212.44668946348187
2025-06-16,188.06994830920738,318.803676191548,213.81881340766154,178.09007999557733,203.00034226851957
2025-06-17,185.34438465629694,313.51248735632663,213.86732500928173,179.5796008810011,196.36725062751023
2025-06-18,180.42956126405053,316.82160216442685,216.24067682855548,181.62898427251065,199.77112369684136
2025-06-19,179.11472249081132,320.0498939386665,217.29038876878346,184.28328705616605,210.30786403089814
2025-06-20,182.0101439156403,318.688803983279,223.05264048496514,188.90205215222338,213.0937002552624
2025-06-23,182.8480617208274,320.57484523083195,223.71717353266774,190.72798136281173,210.92930092130848
2025-06-24,178.88514118735478,314.382038964639,222.02616135155102,189.8396336707157,211.09281314449143
2025-06-25,179.5769359419385,319.25006636562114,222.67528870604352,192.77201462376513,202.02336438006165
2025-06-26,180.95711270339882,318.529061102788,225.1074957431801,200.9546859322856,206.45940077330246
2025-06-27,178.21390532339143,316.0879918784761,225.45153683401026,200.49893227547827,213.00037673046288
2025-06-30,178.84069287896645,321.61452098729944,225.76068548023818,196.33063071018952,209.80043763950962
2025-07-01,179.1622049743183,318.2152166136812,222.88498152335333,201.2400302332109,206.51675129880766
2025-07-02,175.61058921001825,311.2668662010817,220.21144999582435,200.8378750532448,208.6037554878554
2025-07-03,176.87325963685365,303.732319652543,214.4750517930007,191.36862430611353,205.58209029606502
2025-07-04,178.79129474996913,306.8899692083756,221.73330751368258,195.06075216430855,205.27070712799863
2025-07-07,182.41091063389328,300.81757739384403,216.62603522190918,192.89026824386298,220.5203218689007
2025-07-08,186.00776867178064,309.47411665240935,213.90408603316192,192.63146115783124,218.7901415800519
2025-07-09,181.5346448064636,299.38189630306624,211.11269374349973,194.16356844295356,216.22112845250703
2025-07-10,178.60633655085965,307.71767682302374,214.82902938210168,195.10351290993063,211.49367765755773
2025-07-11,180.39608542414416,308.9720200732265,213.75401549075417,198.2754941121336,217.17158899243498
2025-07-14,182.19971202544093,308.71019415860314,218.94975558833323,196.5047551266221,215.9678403054724
2025-07-15,184.025509531698,306.2347380610818,216.27937389787087,198.85069326039653,211.23208533535592
2025-07-16,196.92554442566473,308.4047718725938,217.55561449402117,197.8445034020539,221.1696342170907
2025-07-17,199.09685122724653,308.43494766385135,214.23319347445135,201.18883336865247,232.33562762792613
2025-07-18,203.31574964545953,314.0956018590112,223.09341420485072,204.04331756677706,227.639003620431
2025-07-21,206.95958096443243,314.8895232131996,218.19330791926768,199.97680536799362,212.9497095072363
2025-07-22,209.54141053761035,315.86720107952624,219.60863921091953,204.88455744563086,220.62931043997887
2025-07-23,208.5094512755344,314.2506573722767,222.384879083758,202.60189847626754,215.51908466558834
2025-07-24,211.5143739665923,314.18430963741616,224.26674059399096,206.335298678504,221.65532162388678
2025-07-25,208.73066420117402,315.95154243439475,223.61177731110024,208.13667204789783,206.54870604402814
2025-07-28,207.99744870788422,307.52742305038026,223.19438506690284,216.6890164129489,213.16671389240568
2025-07-29,206.33626796081842,301.1090284280474,223.5140927143408,215.76456654733528,204.3008933591968
2025-07-30,206.7951050403316,304.90066121541315,223.0239178085669,214.2466693993438,209.68968575648896
2025-07-31,215.56608247481137,305.94764343928904,227.24212600075984,214.29439684503853,209.96218953392324
2025-08-01,208.48241427151308,305.2611784986693,236.9226262590091,213.00435417163,203.11996696427704
2025-08-04,211.21409334575543,305.5648959497289,234.5552138961488,216.8914113821974,200.38876085262524
2025-08-05,205.24119414572735,307.4781316590196,228.59135283794217,209.31998523948758,205.36263954120173
2025-08-06,203.65164756691584,305.03793758243864,228.3450779052305,204.60379388459114,206.28806640699275
2025-08-07,207.7961848000359,301.45286464678816,239.67429961588462,199.93030271534076,210.6726066904869
2025-08-08,208.19246050772028,302.6084914628678,236.15832155090652,204.24015367189693,225.41451092264543
2025-08-11,204.30979478500498,298.08329484173305,243.6547469422286,212.05918040974905,213.25374600597914
2025-08-12,201.83244315823228,300.23904637294766,251.56775536906667,211.70973173211047,225.49503139228517
2025-08-13,204.4527852231827,292.27030046210336,249.07266194634957,211.06103661973992,226.49903850667087
2025-08-14,201.91826595450453,297.28755570992183,251.91475001608444,211.52350250115344,219.55515744051496
2025-08-15,202.85642962903867,299.74361460501854,259.8600243027008,217.06781327483034,209.50809895241383
2025-08-18,203.1749736844817,301.18132758339567,258.14405758153254,212.7803399800682,208.28892655750658
2025-08-19,200.94435501214807,306.12764531508714,257.30043587226754,214.03449233116945,215.17449063535489
2025-08-20,208.84970559821573,314.4994989870602,254.61114783253717,218.76558520267164,214.38604413257534
2025-08-21,211.38943129873044,319.8239506721219,249.85491537775914,221.31947033828118,225.89652143273221
2025-08-22,203.84228605774146,310.6277367279125,246.922549791482,222.3864062593743,214.6036947369147
2025-08-25,204.6792987001075,304.4856225892816,241.32855274359025,227.42857637001478,214.68457604214063
2025-08-26,202.39463636316827,301.6547901469338,241.6296308425185,214.0509749607814,205.4458892551618
2025-08-27,205.65193516719927,301.9918763444537,238.23969001701693,217.38230530154965,208.2249796086255
2025-08-28,202.87247249523585,304.70453176026444,239.44087841097925,214.3955452435173,214.85508339744788
2025-08-29,202.60564326942477,301.37962607225927,232.50618755341236,205.90035251055588,211.86286910465273
2025-09-01,204.59923640688967,302.4911949727631,234.10739359119486,208.3498372395109,192.72159171998734
2025-09-02,207.94107716375993,299.04699183533063,237.95542858836535,214.78169838847862,194.217725116576
2025-09-03,203.6043962712513,296.3303637785995,229.08421767843853,214.27183513335152,197.3418821762629
2025-09-04,202.53119296929782,289.8684127205687,230.84978688579483,218.90294373957096,200.29220575843857
2025-09-05,200.95164903566194,285.78946211953667,236.3730321382227,226.8097447026242,209.11555345934235
2025-09-08,198.73918621275863,279.8087592807108,231.0822521651563,233.518350090191,201.44375649695317
2025-09-09,205.20380950458613,275.63569926611416,238.5644356035898,242.09529686206497,206.40079656505904
2025-09-10,206.8535805793543,280.4753849497445,240.6068719010071,246.20530146075743,215.18062471929557
2025-09-11,202.31399027310212,276.41118941815336,237.52825277607178,246.77392246643998,201.95765365851332
2025-09-12,205.8082594003198,288.2465949714616,237.41908182781305,238.23721100074516,204.3786844276991
2025-09-15,213.82424651035993,290.7235228706198,240.08012507259238,237.10239788800803,200.93566100506982
2025-09-16,217.9584046101812,291.7868086811784,240.5708734412891,232.85792707190714,200.52308110664356
2025-09-17,212.1610032453835,287.98373980908343,243.1777869591704,244.13075158624852,203.12360016128895
2025-09-18,210.47088343712932,291.412174156509,239.0698336606869,243.34477559196534,199.82223233987236
2025-09-19,215.428398958209,288.9321967508877,239.98256777747122,244.16253710939424,195.25633773815863
2025-09-22,212.84583245797006,289.6984903089438,233.68048745177933,247.28358826755627,195.64593946707575
2025-09-23,214.70583891392,301.76772126495587,233.3268598998176,247.6815303266471,188.35742235872925
2025-09-24,217.86060047037645,301.5151542371238,229.45964331493133,257.07884570622406,181.34979551229605
2025-09-25,214.389046596348,307.27058803286,226.3906047737124,253.72440741365605,185.80702255662968
2025-09-26,214.32012986327612,304.02863050625456,231.84339688493506,254.9756148261586,178.48477820254737
2025-09-29,201.97683089025995,304.0712505020206,236.7897507859222,250.97648730606423,182.78999838795218
2025-09-30,198.40406726423038,312.8992933960514,239.67234024942624,243.85114053612892,185.89572754528947
2025-10-01,197.65088044171796,309.9794821115984,234.8419976783013,240.72767078511328,174.81574071653776
2025-10-02,193.35986060076627,319.18561759486533,233.5710890211445,240.6879965696139,170.80987947876196
2025-10-03,199.18645129530088,323.02351534513883,239.09477814114766,238.5712301358615,178.0853262950092
2025-10-06,194.20827498709446,320.34259188245306,239.8820267145184,235.09208348676137,172.11220312436032
2025-10-07,192.81564614111272,323.80822584485986,250.59689987327062,227.97138308430235,169.45235546143536
2025-10-08,193.4140167956716,329.0736296968897,252.61997840631915,227.70275925195529,172.32832308128974
2025-10-09,198.57680151876292,332.5779214176535,253.69334382291558,220.3129284619402,177.1911987871411
2025-10-10,193.5934136786468,324.4551727866493,252.35556482995864,224.1400352788597,175.7729850595776
2025-10-13,197.79186388495077,320.9075167192503,253.14727418748708,224.69224338267557,172.23768817926847
2025-10-14,197.97664007468612,319.86126253012867,252.5658134059642,217.63328198314204,180.94997771483048
2025-10-15,194.62743842584533,319.7042314841976,256.1153897282536,216.29427151876962,192.10762263643977
2025-10-16,196.3922932833685,323.1029283814545,260.92455650976615,212.8557461153182,198.842921990747
2025-10-17,197.24327572538238,324.2477518517671,257.18451616698866,214.488741178531,199.59576813516543
2025-10-20,195.26021080824015,317.5470067779083,250.833749318429,220.95341249345057,194.109020134785
2025-10-21,195.65198822328642,319.70098071577826,242.23318628119134,211.98186557556735,188.62242109973405
2025-10-22,194.44175453077543,323.0480491875323,244.71652098966354,212.65608953083674,192.22284468240346
2025-10-23,194.9848910587194,326.1676102164906,239.73312219471552,212.04514527859325,195.19152232617418
2025-10-24,197.45502832089966,332.0361782063972,230.07069757978186,215.31477151195452,204.92298125069544
2025-10-27,203.24012550842963,336.69888073303065,231.907350459901,216.46462254595187,209.75214565980136
2025-10-28,198.86422761047967,339.40825664924165,243.0312482131043,213.02427988426527,198.88534623257056
2025-10-29,206.6486884025186,339.2648052800524,243.1490339590549,211.66748849861835,206.36704832548386
2025-10-30,199.54254001729856,330.48620124075524,247.16860959346877,208.09823090057222,199.32330306433778
2025-10-31,199.1470204211085,332.9892678732229,247.70119808597127,213.1596287541902,196.80405692953175
2025-11-03,201.40528982363404,334.3288846950498,247.38441217892156,213.39812374149955,198.68491472229826
2025-11-04,202.5750222650684,336.01566131027727,251.85278154056553,222.46246407665066,212.72167852983875
2025-11-05,200.4563728881093,329.386752000695,250.6148706335676,222.3101800877904,236.04600420902196
2025-11-06,199.85576540214464,323.91995148590854,252.03847686973896,218.98998891444742,241.2473503943591
2025-11-07,198.2321338016724,329.6048909904901,253.7302242324944,211.8395898499675,239.89349881431215
2025-11-10,196.27784930160567,329.6270132593829,250.66168229543555,203.57380545524418,244.57326866861405
2025-11-11,199.42670299115946,333.4520087992105,255.53675238543252,196.6113796187168,252.3673148970578
2025-11-12,200.85784460149313,333.83651031587607,254.84061012440606,197.89462008201147,249.73679778170555
2025-11-13,198.5033140844048,334.2291348454129,251.33421789714993,200.23807837942738,265.6281489577723
2025-11-14,201.86651558918962,339.4807237951778,254.04704078451812,193.4027122003947,267.97961592320473
